trade_date,direction,signal_close,buy_stop_order,sell_stop_order,entry_time,exit_time,entry_price,exit_price,stop_price,target_price,stop_pips,result_pips,outcome,pnl_usd,R,cum_pnl_usd,equity_usd,drawdown_pct
2025-03-24,short,1.08399,1.087497948,1.080482052,2025-03-24 14:00,2025-03-24 15:00,1.080417052,1.081182183,1.081117183,1.076909103,7.001310712,-7.651310712,stop,-7.651310712,-1.092839759,38.1636317,1038.163632,-0.057657016
2025-03-25,long,1.07947,1.082986052,1.075953948,2025-03-25 13:00,2025-03-25 14:00,1.083051052,1.082284304,1.082349304,1.086567105,7.017485177,-7.667485177,stop,-7.667485177,-1.092625775,30.49614653,1030.496147,-0.064616806
2025-03-26,short,1.07871,1.082178436,1.075241564,2025-03-26 18:00,2025-03-26 19:00,1.075176564,1.075933809,1.075868809,1.071708127,6.922450918,-7.572450918,stop,-7.572450918,-1.093897379,22.92369561,1022.923696,-0.071490333
2025-03-27,long,1.07733,1.080791441,1.073868559,2025-03-27 16:00,2025-03-27 17:00,1.080856441,1.080100592,1.080165592,1.084317881,6.908488372,-7.558488372,stop,-7.558488372,-1.094087153,15.36520724,1015.365207,-0.078351187
2025-03-28,long,1.07852,1.082014237,1.075025763,2025-03-28 15:00,2025-03-28 18:00,1.082079237,1.081316842,1.081381842,1.085573473,6.973943953,-7.623943953,stop,-7.623943953,-1.093204076,7.741263285,1007.741263,-0.085271454
2025-03-31,short,1.08375,1.087145251,1.080354749,2025-03-31 13:00,2025-03-31 14:00,1.080289749,1.081032387,1.080967387,1.076894498,6.776384418,-7.426384418,stop,-7.426384418,-1.095921359,0.314878867,1000.314879,-0.092012396
2025-04-02,long,1.07928,1.082617987,1.075942013,2025-04-02 14:00,2025-04-02 15:00,1.082682987,1.081951778,1.082016778,1.086020974,6.662094937,-7.312094937,stop_same_bar,-7.312094937,-1.097566907,-6.99721607,993.0027839,-0.098649598
2025-04-03,short,1.09895,1.102467167,1.095432833,2025-04-03 8:00,2025-04-03 9:00,1.095367833,1.096134804,1.096069804,1.091850665,7.01971019,-7.66971019,stop,-7.66971019,-1.092596415,-14.66692626,985.3330737,-0.105611408
2025-04-04,short,1.10509,1.109173251,1.101006749,2025-04-04 8:00,2025-04-04 11:00,1.100941749,1.101821701,1.101756701,1.096858497,8.149524681,-8.799524681,stop_same_bar,-8.799524681,-1.079759253,-23.46645094,976.5335491,-0.113598752
2025-04-07,long,1.10027,1.104649783,1.095890217,2025-04-07 8:00,2025-04-07 9:00,1.104714783,1.103775647,1.103840647,1.109094565,8.741354024,-9.391354024,stop,-9.391354024,-1.074359189,-32.85780497,967.142195,-0.122123301
2025-04-08,short,1.09767,1.102188176,1.093151824,2025-04-08 8:00,2025-04-08 9:00,1.093086824,1.09405358,1.09398858,1.088568647,9.017566323,-9.667566323,stop,-9.667566323,-1.072081533,-42.52537129,957.4746287,-0.130898568
2025-04-09,short,1.10739,1.111930704,1.102849296,2025-04-09 8:00,2025-04-09 10:00,1.102784296,1.103755549,1.103690549,1.098243592,9.062528007,-9.712528007,stop,-9.712528007,-1.071723916,-52.2378993,947.7621007,-0.139714647
2025-04-10,long,1.0984,1.103150176,1.093649824,2025-04-10 9:00,2025-04-10 11:00,1.103215176,1.107900353,1.102267116,1.107965353,9.480601607,46.8517643,target,46.8517643,4.941855617,-5.386134996,994.613865,-0.097187217
2025-04-11,long,1.12872,1.133951041,1.123488959,2025-04-11 8:00,2025-04-11 9:00,1.134016041,1.139182082,1.132972008,1.139247082,10.44033153,51.66041108,target,51.66041108,4.948158107,46.27427609,1046.274276,-0.050294969
2025-04-14,short,1.14166,1.147080413,1.136239587,2025-04-14 13:00,2025-04-14 14:00,1.136174587,1.130819175,1.137256416,1.130754175,10.8182872,53.5541265,target,53.5541265,4.950333218,99.82840259,1099.828403,-0.001683793
2025-04-15,short,1.13322,1.138678916,1.127761084,2025-04-15 17:00,2025-04-15 20:59,1.127696084,1.128850598,1.128785598,1.122237169,10.89513284,-11.54513284,stop,-11.54513284,-1.059659667,88.28326975,1088.28327,-0.012163331
2025-04-21,long,1.15164,1.15671515,1.14656485,2025-04-21 8:00,2025-04-21 9:00,1.15678015,1.15570223,1.15576723,1.161855299,10.12919661,-10.77919661,stop,-10.77919661,-1.064170933,77.50407314,1077.504073,-0.021947627
2025-04-22,short,1.15008,1.155238092,1.144921908,2025-04-22 17:00,2025-04-22 22:00,1.144856908,1.139763816,1.145886382,1.139698816,10.29473678,50.93092073,target,50.93092073,4.947277607,128.4349939,1128.434994,0
2025-04-23,long,1.13848,1.143956185,1.133003815,2025-04-23 10:00,2025-04-23 11:00,1.144021185,1.142863225,1.142928225,1.14949737,10.92959994,-11.57959994,stop,-11.57959994,-1.059471527,116.8553939,1116.855394,-0.010261646
2025-04-28,long,1.13321,1.138341237,1.128078763,2025-04-28 15:00,2025-04-28 16:00,1.138406237,1.137317123,1.137382123,1.143537473,10.24113754,-10.89113754,stop,-10.89113754,-1.063469512,105.9642564,1105.964256,-0.019913187
2025-04-30,short,1.13901,1.143986924,1.134033076,2025-04-30 16:00,2025-04-30 17:00,1.133968076,1.135026391,1.134961391,1.128991151,9.933154631,-10.58315463,stop,-10.58315463,-1.065437419,95.38110176,1095.381102,-0.0292918
2025-05-02,long,1.13258,1.137440577,1.127719423,2025-05-02 14:00,2025-05-02 15:00,1.137505577,1.136470483,1.136535483,1.142366154,9.700944054,-10.35094405,stop,-10.35094405,-1.067003788,85.03015771,1085.030158,-0.038464631
2025-05-06,long,1.13258,1.137186494,1.127973506,2025-05-06 19:00,2025-05-06 23:00,1.137251494,1.136267111,1.136332111,1.141857988,9.193834108,-9.843834108,stop,-9.843834108,-1.070699557,75.1863236,1075.186324,-0.047188071
2025-05-07,short,1.13739,1.142009796,1.132770204,2025-05-07 19:00,2025-05-07 23:00,1.132705204,1.130205,1.133627242,1.128085408,9.220382403,25.00204234,forced_close_end_of_data,25.00204234,2.711605793,100.1883659,1100.188366,-0.025031684
2025-05-08,short,1.12823,1.132825876,1.123634124,2025-05-08 16:00,2025-05-08 17:00,1.123569124,1.124551388,1.124486388,1.118973247,9.172643283,-9.822643283,stop,-9.822643283,-1.070862889,90.36572265,1090.365723,-0.033736344
2025-05-09,long,1.12404,1.128704543,1.119375457,2025-05-09 15:00,2025-05-09 16:00,1.128769543,1.127773574,1.127838574,1.133434086,9.309691119,-9.959691119,stop,-9.959691119,-1.069819717,80.40603154,1080.406032,-0.042562454
2025-05-12,short,1.1218,1.126372112,1.117227888,2025-05-12 8:00,2025-05-12 9:00,1.117162888,1.112655777,1.11807541,1.112590777,9.125212235,45.07111547,target,45.07111547,4.939185447,125.477147,1125.477147,-0.002621194
2025-05-13,long,1.11117,1.115939191,1.106400809,2025-05-13 15:00,2025-05-13 23:00,1.116004191,1.119685,1.115052336,1.120773382,9.518551623,36.80809031,forced_close_end_of_data,36.80809031,3.866984365,162.2852373,1162.285237,0
2025-05-14,long,1.11878,1.123571193,1.113988807,2025-05-14 9:00,2025-05-14 12:00,1.123636193,1.122614947,1.122679947,1.128427386,9.562464042,-10.21246404,stop,-10.21246404,-1.067974112,152.0727733,1152.072773,-0.008786539
2025-05-15,short,1.12275,1.12754526,1.11795474,2025-05-15 12:00,2025-05-15 13:00,1.11788974,1.118911798,1.118846798,1.11309448,9.57058084,-10.22058084,stop,-10.22058084,-1.067916463,141.8521924,1141.852192,-0.017580061
2025-05-16,short,1.12122,1.125914265,1.116525735,2025-05-16 15:00,2025-05-16 20:59,1.116460735,1.116375,1.117397636,1.111766469,9.369011798,0.857347139,forced_close_end_of_data,0.857347139,0.091508812,142.7095396,1142.70954,-0.016842421
2025-05-19,long,1.12094,1.12545357,1.11642643,2025-05-19 9:00,2025-05-19 15:00,1.12551857,1.124552733,1.124617733,1.130032141,9.008373147,-9.658373147,stop,-9.658373147,-1.072155093,133.0511664,1133.051166,-0.025152235
2025-05-22,short,1.13226,1.136736758,1.127783242,2025-05-22 15:00,2025-05-22 16:00,1.127718242,1.128676732,1.128611732,1.123241484,8.934901127,-9.584901127,stop,-9.584901127,-1.072748427,123.4662653,1123.466265,-0.033398834
2025-05-23,long,1.13122,1.135687446,1.126752554,2025-05-23 11:00,2025-05-23 12:00,1.135752446,1.134795814,1.134860814,1.140219892,8.916316071,-9.566316071,stop,-9.566316071,-1.072900063,113.8999492,1113.899949,-0.041629444
2025-05-29,long,1.12714,1.131268283,1.123011717,2025-05-29 13:00,2025-05-29 14:00,1.131333283,1.135396565,1.130509343,1.135461565,8.239399843,40.6328263,target,40.6328263,4.931527426,154.5327755,1154.532776,-0.006670017
2025-06-02,long,1.14013,1.144250041,1.136009959,2025-06-02 15:00,2025-06-02 16:00,1.144315041,1.143427746,1.143492746,1.148435081,8.222950241,-8.872950241,stop,-8.872950241,-1.079047055,145.6598253,1145.659825,-0.014304072
2025-06-03,short,1.14289,1.147041893,1.138738107,2025-06-03 12:00,2025-06-03 14:00,1.138673107,1.139566759,1.139501759,1.134521214,8.286522729,-8.936522729,stop,-8.936522729,-1.078440622,136.7233026,1136.723303,-0.021992824
2025-06-04,long,1.13778,1.141942673,1.133617327,2025-06-04 15:00,2025-06-04 20:59,1.142007673,1.141111869,1.141176869,1.146170345,8.308036592,-8.958036592,stop,-8.958036592,-1.078237498,127.765266,1127.765266,-0.029700086
2025-06-05,long,1.14093,1.145069964,1.136790036,2025-06-05 14:00,2025-06-05 16:00,1.145134964,1.144243693,1.144308693,1.149274929,8.262714763,-8.912714763,stop,-8.912714763,-1.078666639,118.8525512,1118.852551,-0.037368354
2025-06-06,short,1.14353,1.147679897,1.139380103,2025-06-06 13:00,2025-06-06 14:00,1.139315103,1.140208357,1.140143357,1.135165206,8.282539024,-8.932539024,stop,-8.932539024,-1.07847835,109.9200122,1109.920012,-0.045053678
2025-06-09,short,1.14275,1.146729313,1.138770687,2025-06-09 14:00,2025-06-09 15:00,1.138705687,1.139564895,1.139499895,1.134726375,7.94207947,-8.59207947,stop,-8.59207947,-1.081842545,101.3279327,1101.327933,-0.05244608
2025-06-10,long,1.13958,1.143487091,1.135672909,2025-06-10 13:00,2025-06-10 15:00,1.143552091,1.142707297,1.142772297,1.147459181,7.797935496,-8.447935496,stop,-8.447935496,-1.083355396,92.87999721,1092.879997,-0.059714464
2025-06-11,long,1.141,1.14489163,1.13710837,2025-06-11 13:00,2025-06-11 16:00,1.14495663,1.14878326,1.144179922,1.14884826,7.767078721,38.26630068,target,38.26630068,4.926730119,131.1462979,1131.146298,-0.026791134
2025-06-12,long,1.15224,1.156185485,1.148294515,2025-06-12 10:00,2025-06-12 11:00,1.156250485,1.16013097,1.155463029,1.16019597,7.874564785,38.80485064,target,38.80485064,4.927872422,169.9511485,1169.951149,0
2025-06-13,short,1.15423,1.158289658,1.150170342,2025-06-13 11:00,2025-06-13 12:00,1.150105342,1.150980585,1.150915585,1.146045683,8.102436546,-8.752436546,stop,-8.752436546,-1.080222782,161.198712,1161.198712,-0.007481027
2025-06-16,long,1.15734,1.161354839,1.153325161,2025-06-16 15:00,2025-06-16 16:00,1.161419839,1.160553541,1.160618541,1.165434679,8.012984983,-8.662984983,stop,-8.662984983,-1.081118335,152.535727,1152.535727,-0.014885597
2025-06-17,short,1.15622,1.160252471,1.152187529,2025-06-17 15:00,2025-06-17 16:00,1.152122529,1.152992346,1.152927346,1.148090057,8.048175734,-8.698175734,stop,-8.698175734,-1.080763644,143.8375513,1143.837551,-0.022320246
2025-06-18,short,1.15106,1.155144335,1.146975665,2025-06-18 20:00,2025-06-18 20:59,1.146910665,1.147790834,1.147725834,1.14282633,8.151686947,-8.801686947,stop,-8.801686947,-1.079738096,135.0358643,1135.035864,-0.029843369
2025-06-23,short,1.1507,1.154557948,1.146842052,2025-06-23 10:00,2025-06-23 11:00,1.146777052,1.147612038,1.147547038,1.142919104,7.699854446,-8.349854446,stop,-8.349854446,-1.08441718,126.6860099,1126.68601,-0.036980295
2025-06-25,long,1.16072,1.164689676,1.156750324,2025-06-25 19:00,2025-06-25 23:00,1.164754676,1.165885,1.163962392,1.168724353,7.922846638,11.30323716,forced_close_end_of_data,11.30323716,1.426663632,137.989247,1137.989247,-0.027319005
2025-06-26,long,1.16987,1.173821327,1.165918673,2025-06-26 9:00,2025-06-26 10:00,1.173886327,1.173032705,1.173097705,1.177837654,7.886224306,-8.536224306,stop,-8.536224306,-1.082422205,129.4530227,1129.453023,-0.034615228
2025-06-30,long,1.17434,1.17810944,1.17057056,2025-06-30 20:59,2025-06-30 22:00,1.17817444,1.177357119,1.177422119,1.18194388,7.523206764,-8.173206764,stop,-8.173206764,-1.086399327,121.279816,1121.279816,-0.041601167
2025-07-01,long,1.17794,1.181721305,1.174158695,2025-07-01 9:00,2025-07-01 10:00,1.181786305,1.180966616,1.181031616,1.185567609,7.546886426,-8.196886426,stop,-8.196886426,-1.086128234,113.0829295,1113.08293,-0.048607345
2025-07-03,short,1.18024,1.183961369,1.176518631,2025-07-03 13:00,2025-07-03 14:00,1.176453631,1.177261357,1.177196357,1.172732262,7.427265,-8.077265,stop,-8.077265,-1.087515391,105.0056645,1105.005665,-0.055511278
2025-07-07,short,1.17559,1.179089318,1.172090682,2025-07-07 13:00,2025-07-07 14:00,1.172025682,1.17278909,1.17272409,1.168526363,6.984086529,-7.634086529,stop,-7.634086529,-1.093068721,97.371578,1097.371578,-0.062036411
2025-07-08,short,1.17418,1.177752548,1.170607452,2025-07-08 14:00,2025-07-08 16:00,1.170542452,1.171320476,1.171255476,1.166969903,7.130242203,-7.780242203,stop,-7.780242203,-1.091160999,89.5913358,1089.591336,-0.068686469
2025-07-09,short,1.17259,1.176182093,1.168997907,2025-07-09 12:00,2025-07-09 13:00,1.168932907,1.169714832,1.169649832,1.165340814,7.169250092,-7.819250092,stop,-7.819250092,-1.090664992,81.77208571,1081.772086,-0.075369867
2025-07-10,short,1.17332,1.176827005,1.169812995,2025-07-10 14:00,2025-07-10 22:00,1.169747995,1.170512938,1.170447938,1.16624099,6.999427588,-7.649427588,stop,-7.649427588,-1.092864737,74.12265812,1074.122658,-0.081908113
2025-07-11,long,1.16748,1.171020649,1.163939351,2025-07-11 14:00,2025-07-11 15:00,1.171085649,1.170313992,1.170378992,1.174626298,7.066576208,-7.716576208,stop,-7.716576208,-1.09198231,66.40608191,1066.406082,-0.088503752
2025-07-15,short,1.16777,1.17108262,1.16445738,2025-07-15 14:00,2025-07-15 16:00,1.16439238,1.161144761,1.165053527,1.161079761,6.611465377,32.47619631,target,32.47619631,4.912102607,98.88227823,1098.882278,-0.060745161
2025-07-16,short,1.16277,1.166157008,1.159382992,2025-07-16 13:00,2025-07-16 14:00,1.159317992,1.160058986,1.159993986,1.155930985,6.759932108,-7.409932108,stop,-7.409932108,-1.096154812,91.47234612,1091.472346,-0.0670787
2025-07-18,long,1.16204,1.165661793,1.158418207,2025-07-18 13:00,2025-07-18 14:00,1.165726793,1.16493894,1.16500394,1.169348586,7.228526727,-7.878526727,stop,-7.878526727,-1.089921505,83.59381939,1083.593819,-0.073812765
2025-07-21,long,1.16415,1.167589928,1.160710072,2025-07-21 15:00,2025-07-21 16:00,1.167654928,1.171029857,1.166968373,1.171094857,6.865553371,33.74928304,target,33.74928304,4.915741123,117.3431024,1117.343102,-0.044966019
